Date,Open,High,Low,Close,Volume,Close_time,Quote_asset_volume,Number_of_trades,Taker_buy_base_asset_volume,Taker_buy_quote_asset_volume,Cryptoname
2022-04-13,3026.31,3133.00,2995.23,3116.45,1652978.477,2022-04-14,5064530681.36142,2045938,845245.110,2590443152.89950,ETHUSDT
2022-04-14,3116.53,3148.00,2973.47,3019.82,1505522.162,2022-04-15,4606236523.90761,1915798,729643.035,2232547629.22373,ETHUSDT
2022-04-15,3019.82,3062.81,2990.06,3039.19,923299.874,2022-04-16,2793541314.08019,1319319,468592.672,1418080902.18844,ETHUSDT
2022-04-16,3039.20,3090.00,3008.08,3057.99,652575.022,2022-04-17,1983250932.42988,951834,338829.606,1030056095.64987,ETHUSDT
2022-04-17,3058.00,3082.56,2980.60,2986.03,1075168.023,2022-04-18,3272956187.26666,1309595,534072.882,1626510147.98233,ETHUSDT
2022-04-18,2986.02,3069.00,2875.87,3054.02,1815827.195,2022-04-19,5367447373.56267,2173037,919075.245,2719000696.98827,ETHUSDT
2022-04-19,3054.02,3129.43,3027.66,3100.42,1194169.089,2022-04-20,3675189299.32606,1594803,610595.654,1879547259.18505,ETHUSDT
2022-04-20,3100.43,3173.89,3031.48,3074.01,1393841.930,2022-04-21,4315689906.27074,1875863,691942.796,2143113010.76509,ETHUSDT
2022-04-21,3073.96,3180.00,2933.33,2981.31,1801732.011,2022-04-22,5555789275.52444,2468544,889830.500,2746013229.20583,ETHUSDT
2022-04-22,2981.31,3035.37,2930.26,2960.38,1476858.769,2022-04-23,4405125111.45917,2267165,730948.751,2180500626.62669,ETHUSDT
2022-04-23,2960.39,2976.82,2904.36,2930.28,615769.147,2022-04-24,1817888152.35829,1227459,298838.064,882524029.16401,ETHUSDT
2022-04-24,2930.28,2967.20,2908.99,2918.97,847760.075,2022-04-25,2491367633.10070,1389020,421006.556,1237364231.93581,ETHUSDT
2022-04-25,2918.98,3026.02,2791.30,3006.11,2207537.517,2022-04-26,6381274608.20131,3090400,1109715.762,3210812274.12210,ETHUSDT
2022-04-26,3006.12,3043.00,2761.27,2807.88,2115673.365,2022-04-27,6148208700.99848,2885124,1021787.535,2970674947.37231,ETHUSDT
2022-04-27,2807.89,2920.00,2792.27,2887.57,1889647.276,2022-04-28,5415643571.37906,2579650,958715.968,2748484118.34543,ETHUSDT
2022-04-28,2887.57,2979.76,2853.24,2935.39,1925868.923,2022-04-29,5612621053.48657,2603535,990190.304,2886655394.74790,ETHUSDT
2022-04-29,2935.39,2946.29,2776.00,2815.37,1671919.811,2022-04-30,4775274689.59476,2376583,807090.755,2305770669.83597,ETHUSDT
2022-04-30,2815.38,2841.04,2711.65,2725.10,1115770.231,2022-05-01,3118023087.07109,1875933,540019.600,1509733010.62816,ETHUSDT
2022-05-01,2725.10,2849.00,2714.50,2823.38,1217450.891,2022-05-02,3385139761.72705,1915241,629035.872,1749912077.69001,ETHUSDT
2022-05-02,2823.38,2882.15,2774.97,2855.16,1598694.150,2022-05-03,4519577853.11413,2375200,810227.003,2291400982.89933,ETHUSDT
2022-05-03,2855.15,2860.76,2753.00,2780.91,1170566.655,2022-05-04,3294651871.44225,1805962,578088.174,1627404787.78782,ETHUSDT
2022-05-04,2780.92,2965.00,2770.08,2939.76,1716921.512,2022-05-05,4918906434.58761,2466900,887647.461,2543482345.34626,ETHUSDT
2022-05-05,2939.76,2955.79,2684.84,2746.37,2174369.003,2022-05-06,6098185668.96568,2792559,1043396.279,2927129473.47747,ETHUSDT
2022-05-06,2746.36,2757.28,2630.00,2691.59,1917392.823,2022-05-07,5168734732.80876,2749965,947109.621,2553451730.10315,ETHUSDT
2022-05-07,2691.60,2703.61,2581.89,2634.82,963077.904,2022-05-08,2563154598.57406,1676146,474806.083,1264277137.49046,ETHUSDT
2022-05-08,2634.82,2641.11,2480.00,2518.90,1999269.154,2022-05-09,5089866425.16320,2923846,983645.670,2504608525.55616,ETHUSDT
2022-05-09,2519.03,2530.88,2222.46,2227.48,4531752.048,2022-05-10,10697215137.69064,5474848,2247689.031,5306393518.03495,ETHUSDT
2022-05-10,2227.62,2455.88,2197.38,2340.86,4079487.756,2022-05-11,9596880256.63219,5395559,2065257.288,4857221864.77054,ETHUSDT
2022-05-11,2340.85,2451.86,2002.00,2083.98,5826464.141,2022-05-12,13173803440.07364,7380714,2901650.587,6567306052.93728,ETHUSDT
2022-05-12,2083.98,2193.70,1775.43,1959.78,5639772.981,2022-05-13,10971252687.57215,7561911,2802475.456,5454933650.80577,ETHUSDT
2022-05-13,1959.79,2149.99,1939.33,2008.49,2799355.876,2022-05-14,5809760462.83815,3966227,1416731.736,2940897148.66403,ETHUSDT
2022-05-14,2008.48,2068.60,1950.07,2055.00,1712302.978,2022-05-15,3446491889.91870,2633388,877431.054,1766649125.50061,ETHUSDT
2022-05-15,2054.99,2174.32,2000.00,2144.07,1621232.284,2022-05-16,3360404560.97969,2384401,826693.910,1714328486.17808,ETHUSDT
2022-05-16,2144.06,2144.07,1976.00,2022.89,2642704.669,2022-05-17,5366648840.78374,3369143,1310753.657,2661843757.73466,ETHUSDT
2022-05-17,2022.79,2124.10,2006.71,2090.00,1960680.703,2022-05-18,4051495838.11071,2560883,1009465.282,2086340758.07734,ETHUSDT
2022-05-18,2090.00,2110.89,1906.61,1914.20,2331823.162,2022-05-19,4654040139.80995,2734722,1131084.717,2257769248.51224,ETHUSDT
2022-05-19,1914.19,2039.30,1901.70,2019.46,2582771.916,2022-05-20,5090224818.55394,3023880,1321097.342,2604286999.12748,ETHUSDT
2022-05-20,2019.45,2064.74,1922.00,1958.69,2606153.056,2022-05-21,5192199953.44636,2798031,1300688.194,2592380594.28459,ETHUSDT
2022-05-21,1958.69,1990.75,1935.52,1973.94,1160939.760,2022-05-22,2287008380.25312,1526957,583233.013,1149116707.06946,ETHUSDT
2022-05-22,1973.94,2056.73,1965.25,2042.63,1433318.968,2022-05-23,2881685469.42391,1628984,741460.528,1490853303.49115,ETHUSDT
2022-05-23,2042.63,2088.60,1955.01,1972.45,2340762.693,2022-05-24,4768428725.69658,2556218,1150825.976,2345307477.84321,ETHUSDT
2022-05-24,1972.45,1993.72,1911.38,1978.56,2077293.838,2022-05-25,4070659059.88736,2291743,1034894.018,2028175847.59929,ETHUSDT
2022-05-25,1978.56,2022.74,1933.00,1942.00,2151769.493,2022-05-26,4241561280.90225,2334490,1071340.720,2112405356.95718,ETHUSDT
2022-05-26,1942.01,1965.28,1725.00,1791.02,4404820.882,2022-05-27,8138603051.65734,3994873,2149194.778,3972098623.96372,ETHUSDT
2022-05-27,1790.99,1821.85,1694.97,1726.55,4743622.208,2022-05-28,8357706808.10210,4743781,2385581.642,4204148974.53291,ETHUSDT
2022-05-28,1726.55,1809.33,1721.30,1791.74,2072895.705,2022-05-29,3668617968.70122,2346794,1048172.486,1855201292.11046,ETHUSDT
2022-05-29,1791.75,1829.00,1755.25,1812.45,1640982.631,2022-05-30,2945787959.89123,1697706,837994.510,1504699216.45287,ETHUSDT
2022-05-30,1812.46,2013.56,1801.52,1997.87,3264009.122,2022-05-31,6239500143.71399,3107210,1706277.017,3262683988.23179,ETHUSDT
2022-05-31,1997.87,2016.77,1922.00,1941.68,2655076.664,2022-06-01,5223236544.60503,2673228,1304184.037,2566087967.45238,ETHUSDT
2022-06-01,1941.68,1972.77,1758.52,1817.10,3499271.987,2022-06-02,6601368863.36227,3352330,1713993.383,3234941110.05324,ETHUSDT
2022-06-02,1817.16,1852.99,1780.48,1833.37,2390879.573,2022-06-03,4344141365.88604,2532259,1196336.173,2174173274.03294,ETHUSDT
2022-06-03,1833.37,1843.33,1733.01,1774.15,2363750.458,2022-06-04,4201383506.66514,2551203,1171239.375,2082170861.43723,ETHUSDT
2022-06-04,1774.16,1815.48,1747.45,1803.71,1318917.819,2022-06-05,2339470640.78652,1493088,662240.765,1175084451.89273,ETHUSDT
2022-06-05,1803.70,1830.00,1772.19,1805.39,1432385.263,2022-06-06,2579985158.45067,1629794,728319.595,1312140766.19626,ETHUSDT
2022-06-06,1805.40,1919.33,1803.52,1859.11,2917516.330,2022-06-07,5476426770.55326,2889524,1482272.261,2782335280.65961,ETHUSDT
2022-06-07,1859.10,1875.00,1722.00,1812.61,4087315.102,2022-06-08,7291656503.16585,3844005,2015862.966,3597552602.97118,ETHUSDT
2022-06-08,1812.62,1840.13,1763.87,1791.02,2628755.953,2022-06-09,4737579638.63843,2724564,1308576.539,2358444918.51021,ETHUSDT
2022-06-09,1791.01,1832.70,1776.32,1788.03,1839669.689,2022-06-10,3309798407.29703,2003405,912080.293,1641301492.16549,ETHUSDT
2022-06-10,1788.03,1803.82,1650.00,1661.95,3608897.284,2022-06-11,6228607832.37609,3277219,1723686.687,2976360797.38985,ETHUSDT
2022-06-11,1661.95,1680.97,1498.93,1532.19,4960438.976,2022-06-12,7778168198.17592,4297898,2406042.343,3770110965.49678,ETHUSDT
2022-06-12,1532.19,1548.81,1421.00,1434.35,6016472.456,2022-06-13,8893071858.23435,4851150,3036537.051,4489708234.12270,ETHUSDT
2022-06-13,1434.35,1454.58,1162.00,1209.04,17351785.758,2022-06-14,21941467145.70480,11630101,8787860.700,11113632493.26984,ETHUSDT
2022-06-14,1209.03,1268.90,1073.00,1208.32,12336657.753,2022-06-15,14657104013.43293,8775174,6297508.146,7485227799.62697,ETHUSDT
2022-06-15,1208.32,1249.40,1012.42,1236.49,15639610.636,2022-06-16,17507842534.93348,10548450,7903728.747,8851220865.75608,ETHUSDT
2022-06-16,1236.48,1257.29,1050.51,1067.77,8764835.417,2022-06-17,9948262782.32809,6176649,4399921.717,4995515873.39514,ETHUSDT
2022-06-17,1067.77,1118.00,1050.00,1085.99,6582676.581,2022-06-18,7160320740.43790,4572098,3315875.017,3607499942.58969,ETHUSDT
2022-06-18,1085.99,1097.00,878.04,994.09,11387513.195,2022-06-19,11140422450.60394,7103302,5692310.222,5568307283.08668,ETHUSDT
2022-06-19,994.09,1162.98,935.50,1127.88,10406484.218,2022-06-20,10737479691.15422,6781694,5440716.768,5619043988.86250,ETHUSDT
2022-06-20,1127.88,1174.00,1052.05,1127.83,8647003.105,2022-06-21,9597579628.31477,6312403,4364178.116,4844599049.42852,ETHUSDT
2022-06-21,1127.82,1194.00,1108.63,1125.47,6719191.952,2022-06-22,7717129837.30618,5305574,3398323.794,3904130483.15408,ETHUSDT
2022-06-22,1125.47,1126.81,1042.00,1049.40,6439701.679,2022-06-23,6985067146.03695,5352603,3175765.898,3445729059.33936,ETHUSDT
2022-06-23,1049.41,1156.01,1044.16,1143.71,5945329.708,2022-06-24,6567067983.10538,4874275,3082272.559,3405221150.30237,ETHUSDT
2022-06-24,1143.71,1244.94,1131.36,1224.42,6052742.304,2022-06-25,7195488084.82197,5052858,3169218.721,3768338511.06337,ETHUSDT
2022-06-25,1224.42,1258.00,1179.03,1241.60,4537650.045,2022-06-26,5514062293.63994,4033237,2306985.166,2804521100.46168,ETHUSDT
2022-06-26,1241.60,1280.00,1193.54,1197.21,4564404.562,2022-06-27,5642425991.65198,3918525,2291631.773,2834459063.06584,ETHUSDT
2022-06-27,1197.20,1238.89,1172.14,1191.90,4630510.301,2022-06-28,5578212007.99774,3958705,2302243.912,2774653212.53411,ETHUSDT
2022-06-28,1191.89,1239.66,1135.65,1143.50,5830850.719,2022-06-29,6943637262.86077,4636465,2906077.440,3462737385.57925,ETHUSDT
2022-06-29,1143.51,1156.76,1085.60,1099.32,6255310.525,2022-06-30,6996782558.42135,4444997,3143527.861,3516835185.89043,ETHUSDT
2022-06-30,1099.33,1106.60,995.00,1070.85,8433372.481,2022-07-01,8776684715.97994,5239898,4256271.840,4428609787.73980,ETHUSDT
2022-07-01,1070.90,1118.21,1032.65,1059.24,7465681.271,2022-07-02,7965023016.58434,5131299,3811163.096,4067283447.79685,ETHUSDT
2022-07-02,1059.16,1078.98,1026.16,1066.53,3974288.532,2022-07-03,4182655936.29859,2814030,2022531.688,2129331251.02958,ETHUSDT
2022-07-03,1066.53,1088.00,1040.01,1073.90,3749708.763,2022-07-04,3986193835.78978,2591145,1898349.390,2018697292.63453,ETHUSDT
2022-07-04,1073.91,1160.68,1044.33,1150.23,5930747.625,2022-07-05,6505251168.91222,3839661,3105776.893,3408756160.04084,ETHUSDT
2022-07-05,1150.23,1176.00,1075.00,1131.80,7139408.684,2022-07-06,8047372440.06900,4737072,3610624.075,4070323822.26865,ETHUSDT
2022-07-06,1131.81,1205.45,1111.03,1186.37,6534667.739,2022-07-07,7479228870.10764,4401264,3374963.801,3864434806.52849,ETHUSDT
2022-07-07,1186.36,1254.82,1162.93,1236.92,5320583.171,2022-07-08,6422728354.47917,3715357,2749124.488,3319897966.04818,ETHUSDT
2022-07-08,1236.91,1277.00,1192.00,1213.53,6498615.367,2022-07-09,7993846092.86714,4412044,3298779.730,4059200808.75208,ETHUSDT
2022-07-09,1213.53,1236.87,1203.75,1216.48,2797190.032,2022-07-10,3405360762.76592,2238863,1413624.205,1721379811.48174,ETHUSDT
2022-07-10,1216.49,1219.50,1152.00,1167.81,3568244.792,2022-07-11,4207542141.60389,2613499,1743659.987,2055966717.17862,ETHUSDT
2022-07-11,1167.81,1170.97,1091.10,1095.95,4532538.359,2022-07-12,5159629837.34689,3182994,2252733.009,2565462649.90626,ETHUSDT
2022-07-12,1095.88,1097.51,1032.09,1037.88,5644661.921,2022-07-13,6026006795.32593,3846893,2809103.571,2999385351.42623,ETHUSDT
2022-07-13,1037.88,1120.00,1005.00,1114.19,8490574.120,2022-07-14,9015293731.15611,4958433,4369893.011,4643285871.09375,ETHUSDT
2022-07-14,1114.18,1216.90,1070.57,1193.01,7455813.799,2022-07-15,8433152233.87695,5131517,3864275.811,4373070821.65775,ETHUSDT
2022-07-15,1193.01,1294.99,1180.74,1230.58,7636816.255,2022-07-16,9358068233.24177,5495718,3952097.470,4844881768.33098,ETHUSDT
2022-07-16,1230.59,1440.57,1191.41,1355.37,8366413.063,2022-07-17,10769354837.13322,6042295,4351804.035,5603632337.77545,ETHUSDT
2022-07-17,1355.38,1387.92,1316.00,1338.27,6374217.855,2022-07-18,8620438757.41276,5219624,3197327.162,4325887715.50805,ETHUSDT
2022-07-18,1338.28,1597.19,1335.49,1580.12,9898091.920,2022-07-19,14534269566.88306,7525806,5095270.633,7480602238.64865,ETHUSDT
2022-07-19,1580.12,1640.00,1492.57,1541.39,9494246.978,2022-07-20,14678284685.59557,7810523,4700785.717,7269820397.11900,ETHUSDT
2022-07-20,1541.40,1620.00,1477.00,1521.34,8184052.839,2022-07-21,12777657100.29962,6752239,4085648.090,6381883511.41270,ETHUSDT
2022-07-21,1521.26,1607.00,1462.30,1575.39,7325264.216,2022-07-22,11149023837.25642,6179726,3720528.406,5665398411.74301,ETHUSDT
2022-07-22,1575.38,1646.30,1515.75,1534.53,6728238.217,2022-07-23,10696578370.91302,5652560,3359583.748,5342582231.07624,ETHUSDT
2022-07-23,1534.53,1596.72,1485.53,1548.01,5150014.938,2022-07-24,7926850191.05773,4803334,2574363.975,3963792142.07981,ETHUSDT
2022-07-24,1548.01,1664.90,1543.45,1597.77,6366445.957,2022-07-25,10183471414.41454,5645954,3250428.214,5200346505.25236,ETHUSDT
2022-07-25,1597.77,1609.26,1433.20,1440.40,8130738.376,2022-07-26,12331583506.62446,7086762,3951668.529,5995842586.90764,ETHUSDT
2022-07-26,1440.40,1455.00,1355.00,1448.27,7673932.806,2022-07-27,10756084151.88800,5969522,3855119.105,5405261456.57227,ETHUSDT
2022-07-27,1448.28,1644.66,1420.22,1635.45,9108934.438,2022-07-28,13818423664.79994,6915155,4679962.927,7101600987.73951,ETHUSDT
2022-07-28,1635.46,1784.50,1595.00,1723.82,9638750.264,2022-07-29,16135851976.92102,7251257,4907297.239,8217768492.06252,ETHUSDT
2022-07-29,1723.83,1766.30,1656.00,1721.85,8322821.761,2022-07-30,14239175682.25539,6414015,4107330.196,7027465387.94085,ETHUSDT
2022-07-30,1721.85,1744.00,1671.00,1696.68,4893669.344,2022-07-31,8364186474.40813,4508506,2413446.958,4125788755.15034,ETHUSDT
2022-07-31,1696.68,1755.55,1666.00,1677.63,4341013.588,2022-08-01,7400936551.22337,3852901,2163805.442,3690520702.97383,ETHUSDT
2022-08-01,1677.63,1704.32,1605.50,1629.45,5621692.061,2022-08-02,9324464883.62185,4487162,2752768.625,4566495826.98468,ETHUSDT
2022-08-02,1629.45,1678.00,1557.80,1629.97,8048319.820,2022-08-03,12978724614.80327,6249114,4064212.567,6555518370.33713,ETHUSDT
2022-08-03,1629.98,1685.91,1588.50,1617.37,5772165.287,2022-08-04,9474080417.19574,4740351,2876403.397,4721789688.74596,ETHUSDT
2022-08-04,1617.37,1664.28,1580.00,1607.20,6186609.903,2022-08-05,10013026532.58118,4613775,3038203.993,4918215986.73314,ETHUSDT
2022-08-05,1607.20,1743.40,1605.00,1737.13,7645714.788,2022-08-06,12843741577.30625,5669716,3882963.899,6523161871.98856,ETHUSDT
2022-08-06,1737.12,1751.00,1685.03,1689.85,3673770.096,2022-08-07,6311553238.84685,3195495,1808565.952,3107995421.28602,ETHUSDT
2022-08-07,1689.84,1729.39,1667.00,1699.25,3426181.998,2022-08-08,5804010084.89889,3100771,1704495.517,2888237781.75146,ETHUSDT
2022-08-08,1699.25,1819.78,1693.15,1776.09,6333566.586,2022-08-09,11180279823.20407,5056209,3238601.390,5716466674.41836,ETHUSDT
2022-08-09,1776.08,1790.00,1666.05,1702.04,6330296.526,2022-08-10,10892575737.02873,5118754,3036294.118,5224103641.43411,ETHUSDT
2022-08-10,1702.04,1886.75,1655.00,1853.24,9215939.763,2022-08-11,16379353776.41723,6837238,4712549.884,8379638270.76828,ETHUSDT
2022-08-11,1853.25,1943.00,1849.80,1879.35,7873808.723,2022-08-12,14907737774.29255,6358628,3934778.328,7451292956.90535,ETHUSDT
2022-08-12,1879.35,1964.46,1852.00,1957.40,5535344.089,2022-08-13,10503385045.46876,4668550,2817420.930,5348706748.97447,ETHUSDT
2022-08-13,1957.40,2019.00,1945.50,1982.80,5390461.793,2022-08-14,10705002496.90554,4709258,2715450.385,5393547651.05189,ETHUSDT
2022-08-14,1982.79,2030.00,1905.00,1934.55,4960301.502,2022-08-15,9772904219.56565,4268940,2439764.124,4808182644.87547,ETHUSDT
2022-08-15,1934.56,2012.94,1871.00,1898.56,7812767.162,2022-08-16,15018776583.95025,5482428,3862929.885,7428628743.25677,ETHUSDT
2022-08-16,1898.55,1915.00,1850.00,1875.78,6218534.016,2022-08-17,11706754821.45182,4354381,3048915.458,5740592643.19626,ETHUSDT
2022-08-17,1875.79,1957.70,1818.01,1833.55,8253584.130,2022-08-18,15456235081.25482,5922176,4058981.150,7602852965.03713,ETHUSDT
2022-08-18,1833.55,1882.00,1820.11,1845.86,5330045.147,2022-08-19,9902115271.66837,4328572,2685136.745,4988944388.70099,ETHUSDT
2022-08-19,1845.86,1847.65,1601.85,1608.29,10707278.713,2022-08-20,18452074675.28043,7025072,5219181.093,8997579632.16911,ETHUSDT
2022-08-20,1608.29,1657.00,1520.64,1574.93,7333793.524,2022-08-21,11770457029.84846,5034015,3646097.834,5854621562.77378,ETHUSDT
2022-08-21,1574.92,1648.70,1560.00,1617.17,6301946.927,2022-08-22,10132763944.54036,4464716,3167563.346,5093299125.67095,ETHUSDT
2022-08-22,1617.17,1629.00,1528.00,1624.02,8702841.846,2022-08-23,13698514100.45008,5736402,4395232.645,6919974583.39424,ETHUSDT
2022-08-23,1624.02,1680.00,1562.41,1664.19,8533214.781,2022-08-24,13842148886.67689,5409440,4356844.314,7069911726.20811,ETHUSDT
2022-08-24,1664.19,1693.84,1605.00,1655.71,7245610.326,2022-08-25,11946551543.69754,4845012,3655554.831,6028036281.30032,ETHUSDT
2022-08-25,1655.71,1722.00,1652.27,1694.16,5903160.698,2022-08-26,10016122886.24170,4264516,3026434.529,5135272379.14910,ETHUSDT
2022-08-26,1694.15,1706.00,1485.00,1507.23,12030116.664,2022-08-27,19517508006.90065,7297196,5888495.398,9558181208.22344,ETHUSDT
2022-08-27,1507.22,1517.40,1443.40,1490.00,7282986.956,2022-08-28,10825970419.74756,5185492,3634257.302,5403157725.08715,ETHUSDT
2022-08-28,1490.00,1510.00,1423.10,1426.30,5691272.507,2022-08-29,8412659314.02118,4221778,2836848.370,4194964341.87194,ETHUSDT
2022-08-29,1426.29,1559.79,1420.59,1550.67,9032669.023,2022-08-30,13462848651.39427,5843852,4667328.933,6956774023.03578,ETHUSDT
2022-08-30,1550.66,1605.00,1471.92,1523.48,12249570.308,2022-08-31,18926962419.59301,7466286,6120241.068,9458996151.52486,ETHUSDT
2022-08-31,1523.49,1621.29,1523.26,1553.04,11937118.009,2022-09-01,18812423619.66005,7869837,6062565.830,9557432950.10699,ETHUSDT
2022-09-01,1553.04,1599.00,1505.00,1585.40,9119984.942,2022-09-02,14170488622.63159,5955873,4591287.573,7136980444.32175,ETHUSDT
2022-09-02,1585.40,1649.64,1545.00,1574.49,9144439.365,2022-09-03,14620844149.07381,5673542,4626571.535,7400928045.59853,ETHUSDT
2022-09-03,1574.49,1582.02,1532.60,1556.41,3937946.105,2022-09-04,6120571237.10822,2941164,1942701.592,3019994082.16438,ETHUSDT
2022-09-04,1556.42,1586.00,1539.70,1578.14,3969402.047,2022-09-05,6193035829.21504,2687848,1998409.474,3118633636.15928,ETHUSDT
2022-09-05,1578.14,1631.60,1555.72,1616.92,5810610.257,2022-09-06,9199273055.66278,3583657,2980856.971,4721233276.10765,ETHUSDT
2022-09-06,1616.93,1686.75,1551.70,1558.23,11076502.230,2022-09-07,18073176431.24372,6751274,5525912.117,9021685817.84402,ETHUSDT
2022-09-07,1558.23,1657.60,1486.16,1629.35,9094507.329,2022-09-08,14158089326.65611,5527649,4630628.995,7214030472.89154,ETHUSDT
2022-09-08,1629.36,1666.00,1594.00,1634.22,8111052.514,2022-09-09,13203029495.58423,5198061,4100853.257,6677358363.16659,ETHUSDT
2022-09-09,1634.23,1746.30,1629.25,1717.48,7591864.920,2022-09-10,12916052034.86230,5236115,3916826.664,6663025273.15959,ETHUSDT
2022-09-10,1717.49,1788.98,1705.00,1773.05,4234258.288,2022-09-11,7348536836.11749,3412888,2163699.489,3756719118.43522,ETHUSDT
2022-09-11,1773.04,1787.88,1718.02,1765.01,3909495.301,2022-09-12,6884026557.92414,2976743,1923990.351,3388719709.58945,ETHUSDT
2022-09-12,1765.00,1783.43,1691.28,1715.14,6512918.389,2022-09-13,11291212213.97169,4933620,3238468.273,5615956409.09848,ETHUSDT
2022-09-13,1715.15,1762.88,1556.78,1571.90,9660861.421,2022-09-14,15865869412.73067,6558301,4758954.807,7821061633.37342,ETHUSDT
2022-09-14,1571.91,1642.24,1548.00,1635.39,6491665.957,2022-09-15,10351087044.81358,4751850,3224450.774,5142994632.39855,ETHUSDT
2022-09-15,1635.40,1657.80,1455.00,1471.93,12706158.928,2022-09-16,19824699198.48316,8791055,6208016.307,9690867317.01126,ETHUSDT
2022-09-16,1471.94,1482.65,1403.00,1433.58,8136455.084,2022-09-17,11772482639.46676,5306662,4014386.848,5809835899.32080,ETHUSDT
2022-09-17,1433.58,1475.15,1408.15,1467.96,4366994.599,2022-09-18,6308438616.51773,3043567,2201916.901,3181483276.37852,ETHUSDT
2022-09-18,1467.96,1469.00,1320.00,1333.67,7139282.229,2022-09-19,9967351085.11641,4215106,3434646.754,4795875849.19366,ETHUSDT
2022-09-19,1333.68,1394.00,1276.62,1375.05,10278329.861,2022-09-20,13666010265.88282,6176536,5216486.652,6938534383.18353,ETHUSDT
2022-09-20,1375.05,1384.53,1311.00,1322.08,7850914.483,2022-09-21,10604151627.64198,4804928,3915168.547,5289452262.36358,ETHUSDT
2022-09-21,1322.09,1420.00,1218.00,1244.19,11244354.459,2022-09-22,14907764982.75890,6900700,5597099.450,7428214084.70522,ETHUSDT
2022-09-22,1244.20,1349.84,1235.60,1325.73,9848169.894,2022-09-23,12674382231.70619,5593957,5024458.663,6468914136.65836,ETHUSDT
2022-09-23,1325.73,1359.22,1260.75,1326.62,10875882.189,2022-09-24,14195748237.66868,5874881,5432804.960,7092632270.36299,ETHUSDT
2022-09-24,1326.62,1348.84,1305.36,1316.19,4603413.868,2022-09-25,6117137472.97961,2915054,2305918.466,3064288126.68550,ETHUSDT
2022-09-25,1316.18,1336.92,1268.19,1293.99,4839166.035,2022-09-26,6323317973.41767,2980838,2360753.093,3085595180.12908,ETHUSDT
2022-09-26,1293.98,1340.00,1277.55,1335.25,8104991.588,2022-09-27,10639323515.45812,4716042,4122463.892,5412602294.87849,ETHUSDT
2022-09-27,1335.25,1400.00,1303.02,1327.19,9686206.927,2022-09-28,13143901188.70475,5284170,4875675.973,6617874574.73985,ETHUSDT
2022-09-28,1327.20,1355.76,1250.00,1336.43,10608737.289,2022-09-29,13854142475.32485,5342908,5297819.534,6921735266.87477,ETHUSDT
2022-09-29,1336.43,1351.93,1287.24,1334.80,8973401.704,2022-09-30,11892132443.56242,4724858,4524749.572,5997058303.27875,ETHUSDT
2022-09-30,1334.80,1373.34,1307.53,1327.78,8510622.642,2022-10-01,11394338399.68576,4388913,4297636.021,5755612720.12006,ETHUSDT
2022-10-01,1327.78,1333.38,1301.00,1311.31,2763699.151,2022-10-02,3648363835.77980,1721856,1338929.085,1767821129.22723,ETHUSDT
2022-10-02,1311.32,1317.70,1266.66,1275.96,4140053.849,2022-10-03,5371485640.17009,2376019,2010133.150,2608717347.61141,ETHUSDT
2022-10-03,1275.95,1329.00,1260.48,1322.59,5798622.250,2022-10-04,7563682363.97532,3139844,2961217.260,3863228305.26743,ETHUSDT
2022-10-04,1322.58,1370.00,1318.06,1360.73,5536817.118,2022-10-05,7456202392.44989,3096865,2856881.609,3847454191.80711,ETHUSDT
2022-10-05,1360.73,1364.75,1315.27,1351.61,5456174.624,2022-10-06,7323277791.98338,2883956,2730257.630,3665152529.18117,ETHUSDT
2022-10-06,1351.60,1383.29,1344.00,1351.50,7101597.575,2022-10-07,9688859096.22463,3756284,3565833.905,4865857865.64373,ETHUSDT
2022-10-07,1351.50,1361.21,1316.22,1330.41,5119226.330,2022-10-08,6854336044.88562,2924493,2533778.101,3393432707.54931,ETHUSDT
2022-10-08,1330.42,1337.19,1302.00,1314.74,2182988.071,2022-10-09,2887524977.80279,1380547,1030594.811,1363555138.68117,ETHUSDT
2022-10-09,1314.75,1328.72,1306.41,1322.61,2303208.579,2022-10-10,3036627474.46765,1376556,1145920.584,1510922388.62104,ETHUSDT
2022-10-10,1322.60,1337.93,1284.38,1289.56,4968203.961,2022-10-11,6508981566.24311,2701991,2427065.270,3180651919.36785,ETHUSDT
2022-10-11,1289.57,1297.70,1265.00,1279.68,5514583.049,2022-10-12,7068866635.71179,2959172,2735735.701,3507357708.67276,ETHUSDT
2022-10-12,1279.67,1306.60,1274.35,1294.02,4405169.271,2022-10-13,5701823057.72268,2408056,2238274.891,2897357730.25999,ETHUSDT
2022-10-13,1294.02,1301.00,1176.00,1286.38,10523564.637,2022-10-14,13177563627.81076,5203186,5197762.907,6512260490.04396,ETHUSDT
2022-10-14,1286.38,1343.36,1282.74,1295.35,7171699.686,2022-10-15,9450587003.03056,3756235,3632699.045,4787981670.44125,ETHUSDT
2022-10-15,1295.34,1301.32,1262.12,1274.13,3049822.110,2022-10-16,3917050344.33982,1692294,1472134.911,1891282283.29759,ETHUSDT
2022-10-16,1274.12,1315.00,1273.98,1305.51,3282852.856,2022-10-17,4242204246.14907,1782879,1675271.023,2165213363.21525,ETHUSDT
2022-10-17,1305.52,1338.16,1295.00,1330.62,5154706.890,2022-10-18,6802174597.73257,2613961,2633202.832,3475525208.26373,ETHUSDT
